발생일시_년,발생일시_월,발생일시_일,발생일시_시간,발생일시_요일,진화종료시간_년,진화종료시간_월,진화종료시간_일,진화종료시간_시간,발생장소_관서,발생장소_시도,발생장소_시군구,발생장소_읍면,발생장소_동리,발생원인_구분,발생원인_세부원인,발생원인_기타,피해면적_합계,관측일
2020,06,23,09:45,화,2020,6,23,13:30,북부,강원,홍천,동,속초,입,기타(직접입력),입산자실화 추정,0.15,20200623
2020,08,23,19:12,일,2020,8,23,22:50,경북,경북,포항,호미,대동배,기,기타(직접입력),원인미상,0.1,20200823
2020,09,27,12:54,일,2020,9,27,16:50,경북,경북,예천,지보,만화,입,기타(직접입력),인삽자실화,0.15,20200927
2020,10,6,14:17,화,2020,10,6,17:30,북부,강원,춘천,사북,고성,입,기타(직접입력),입산자실화 추정,0.01,2020106
2020,10,9,17:03,공,2020,10,9,00:00,북부,강원,홍천,서석,풍암,입,기타(직접입력),입산자실화 추정,0.05,2020109
2020,10,11,07:44,일,2020,10,11,10:30,북부,강원,홍천,화촌,군업,입,기타(직접입력),입산자실화 추정,0.01,20201011
2020,10,13,07:22,화,2020,10,13,10:02,경북,경북,김천,농소,노곡,입,기타(직접입력),입산자실화 추정,0.01,20201013
2020,10,13,14:40,화,2020,10,13,17:00,북부,강원,홍천,화촌,군엄,입,기타(직접입력),입산자실화 추정,0.01,20201013
2020,10,18,13:10,일,2020,10,18,16:30,북부,강원,홍천,홍천,군엄,입,기타(직접입력),입산자실화 추정,0.01,20201018
2020,10,24,09:11,토,2020,10,24,10:33,남부,경북,영양,청기,산운,기,기타(직접입력),원인미상,0.62,20201024
2020,10,24,22:22,토,2020,10,25,07:00,강원,강원,삼척,노곡,고자,기,기타(직접입력),원인미상,1.2,20201024
2020,10,28,15:21,수,2020,10,28,17:30,경북,경북,의성,의성,오로,기,기타(직접입력),원인미상,0.1,20201028
2020,10,29,13:40,목,2020,10,29,15:10,경북,경북,경주,,북군,입,기타(직접입력),입산자실화 추정,0.1,20201029
2020,10,29,14:00,목,2020,10,29,16:15,동부,강원,정선,신동,천포,기,농산폐기물소각,,0.4,20201029
2020,10,30,14:23,금,2020,10,30,15:46,강원,강원,평창,진부,상진브,입,기타(직접입력),입산자실화,0.1,20201030
2020,10,31,11:57,토,2020,10,31,14:30,경북,경북,안동,풍산,현애,입,기타(직접입력),입산자실화 추정,0.03,20201031
2020,11,4,12:45,수,2020,11,4,14:30,북부,강원,철원,동송,이평,입,기타(직접입력),입산자실화 추정,0.01,2020114
2020,11,6,17:38,금,2020,11,7,02:00,경북,경북,영양,일월,문암,입,기타(직접입력),입산자실화,2.6,2020116
2020,11,8,02:27,일,2020,11,8,04:40,강원,강원,동해,,신흥,입,기타(직접입력),입산자실화 추정,0.11,2020118
2020,11,8,12:57,일,2020,11,8,15:50,경북,경북,안동,길안,금곡,기,기타(직접입력),재처리 부주의,0.07,2020118
2020,11,9,13:20,월,2020,11,9,17:30,경북,경북,예천,보문,작곡,기,기타(직접입력),벌집소각 재처리 부주의,1.05,2020119
2020,11,10,06:29,화,2020,11,10,08:20,경북,경북,의성,다인,달제,기,기타(직접입력),원인미상,0.03,20201110
2020,11,10,13:23,화,2020,11,10,15:21,경북,경북,안동,예인,귀단,기,농산폐기물소각,,0.1,20201110
2020,11,12,11:30,목,2020,11,12,14:07,경북,경북,경주,건천,화천,기,기타(직접입력),전기합선,0.01,20201112
2020,11,14,21:36,토,2020,11,15,04:03,경북,경북,영천,신녕,화서,기,기타(직접입력),군부대실화,0.3,20201114
2020,11,14,12:29,토,2020,11,14,15:45,경북,경북,영양,입암,산해,입,기타(직접입력),입산자실화,0.38,20201114
2020,11,15,18:53,일,2020,11,15,21:00,경북,경북,청송,청송,금곡,건,기타(직접입력),건축물 화재 전이,0.2,20201115
2020,11,15,19:19,일,2020,11,15,23:43,경북,경북,안동,임하,천전,입,기타(직접입력),입산자실화,0.75,20201115
2020,11,16,12:33,월,2020,11,16,15:00,강원,강원,홍천,홍천,장전평,입,기타(직접입력),입산자실화,0.1,20201116
2020,11,16,12:40,월,2020,11,16,14:10,경북,경북,구미,장천,묵어,입,기타(직접입력),입산자실화,0.03,20201116
2020,11,26,15:02,목,2020,11,26,17:40,경북,경북,상주,화북,상오,담,담뱃불실화,,0.1,20201126
2020,12,1,21:59,화,2020,12,2,00:30,강원,강원,횡성,우천,상대,기,기타(직접입력),화목보일러 불씨,0.1,2020121
2020,12,4,13:09,금,2020,12,4,15:30,경북,경북,고령,다산,벌지,기,농산폐기물소각,,0.03,2020124
2020,12,6,12:15,일,2020,12,6,13:54,경북,경북,경주,양남,상계,기,기타(직접입력),화목보일러 재투기,0.03,2020126
2020,12,8,20:37,화,2020,12,8,23:00,강원,강원,홍천,동,속초,기,기타(직접입력),화목보일러 재처리 부주의,0.02,2020128
2020,12,12,11:43,토,2020,12,12,14:30,강원,강원,원주,신림,구학,담,담뱃불실화,,0.5,20201212
2020,12,12,15:54,토,2020,12,12,19:00,북부,강원,원주,신림,황둔,입,기타(직접입력),입산자실화,0.05,20201212
2020,12,12,18:25,토,2020,12,12,20:00,강원,강원,홍천,서,모곡,건,기타(직접입력),건축물실화,0.04,20201212
2020,12,15,15:35,화,2020,12,15,16:55,경북,경북,포항,남,문덕,기,기타(직접입력),원인미상,0.12,20201215
2020,12,16,14:45,수,2020,12,16,16:31,경북,경북,경주,천북,모아,기,기타(직접입력),원인미상,0.1,20201216
2020,12,16,16:42,수,2020,12,16,18:10,경북,경북,경주,,용강,입,기타(직접입력),입산자실화 추정,0.1,20201216
2020,12,17,19:41,목,2020,12,18,02:20,경북,경북,울진,울진,읍남,기,기타(직접입력),원인미상,0.73,20201217
2020,12,24,15:59,목,2020,12,24,17:20,경북,경북,의성,비안,자락,건,주택화재비화,,0.05,20201224
2020,12,24,17:29,목,2020,12,25,08:10,경북,경북,경주,안강,옥산,기,기타(직접입력),원인미상,3.0,20201224
2020,12,25,16:22,금,2020,12,25,18:20,강원,강원,영월,영월,영흥,입,기타(직접입력),입산자실화,0.3,20201225
