,diravg,dirmax,dmgarea,dmgmoney,exintgtm,extingdt,humidcurr,humidmin,humidrel,ocurcause,ocurdo,ocurdt,ocuremd,ocurgm,ocurjibun,ocurri,ocursgg,ocuryoil,ownersec,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax
856,WNW,NNW,0.1,0,110,201204071620,36.2,0.0,15.0,쓰레기소각,경북,201204071510,구천,경북,산17,조성,의성,토,사,9.0,4,73.9,87.0,13.8,2.9,5.2
857,NW,NW,0.2,4000,142,201204071600,36.0,0.0,16.0,담뱃불실화,경북,201204071418,풍천,경북,산124,신성,안동,토,사,16.0,4,83.2,94.0,12.0,3.5,6.5
858,W,E,0.03,669,125,201204061630,29.7,0.0,17.0,등산객실화,경남,201204061505,용당,경남,산29-13, ,양산,금,사,22.5,3,82.6,94.0,14.9,6.9,5.2
859,W,E,0.3,271,155,201204061630,29.7,0.0,17.0,밤나무약제쓰레기소각,경남,201204061435,상남,경남,산27,마산,밀양,금,사,22.5,3,82.6,94.0,14.9,6.9,5.2
860,WNW,NW,5.0,111500,230,201204061800,33.4,0.0,15.0,어린이불장난,경남,201204061430,평산,경남,산109, ,양산,금,사,33.0,3,57.3,66.0,14.7,7.1,8.2
861,WNW,E,0.1,0,101,201204061440,44.9,0.0,15.0,쓰레기소각,경기,201204061339,와부,경기,산8-1,팔당,남양주,금,사,35.0,3,77.9,94.0,8.7,11.4,10.5
862,N,NW,0.2,812,110,201204051440,54.6,0.0,32.0,입산자실화,전남,201204051330,대동,전남,산121,운교,함평,목,사,17.5,2,87.9,94.0,13.1,5.2,3.8
863,NW,WNW,0.1,3543,155,201204051300,43.9,0.0,30.0,담뱃불실화,경북,201204051105,풍기,경북,산11-1,금계리,영주,목,사,32.5,2,48.0,78.0,10.0,7.0,5.8
864,ENE,ENE,0.1,600,120,201204011230,51.4,0.0,29.0,유품소각,전남,201204011110,법성,전남,산101,덕흥,영광,일,사,16.0,2,77.0,87.0,7.8,3.1,2.6
865,WSW,W,0.1,5129,244,201203311750,46.1,0.0,25.0,논밭두렁소각,경기,201203311506,퇴계원,경기,산1-1,퇴계원,남양주,토,사,3.5,7,74.9,86.0,9.1,5.8,3.3
866,SSE,WSW,0.1,6486,134,201203301900,44.2,0.0,31.0,주택화재비화,강원,201203301726,양구,강원,산1-37,용진,양구,금,사,3.0,6,64.1,94.0,13.8,4.9,3.7
867,NW,WSW,1.5,33962,226,201203291630,43.1,0.0,19.0,논밭두렁소각,충북,201203291404,청성,충북,산20,양저,옥천,목,사,6.0,5,71.9,87.0,18.8,2.1,2.7
868,WNW,WNW,0.3,10592,245,201203281900,46.0,0.0,23.0,논밭두렁소각,광주,201203281615,소태,광주,산267-1, ,동,수,사,0.5,4,85.3,94.0,19.5,2.6,5.4
869,W,WSW,0.01,2580,210,201203281750,51.7,0.0,59.0,산나물채취객실화,전남,201203281540,병곡,전남,산75-1,도천,함양,수,사,0.5,4,63.2,73.0,14.7,3.8,3.7
870,ENE,E,0.5,11138,100,201203281630,37.2,0.0,45.0,입산자실화,울산,201203281530,두서,울산,산164,차리,울주,수,사,23.0,5,84.5,94.0,13.6,5.9,4.5
871,SW,SW,0.1,0,55,201203271625,33.7,0.0,16.0,등산객실화,경남,201203271530,유산,경남,산95, ,양산,화,사,16.5,4,82.6,92.0,17.1,6.8,8.1
872,SSE,SE,0.5,868,250,201203271500,47.2,0.0,37.0,입산자실화추정,전남,201203271210,임자,전남,산193,대기,신안,화,사,14.0,4,48.5,92.0,12.4,1.8,6.1
873,SSW,SW,0.15,3840,112,201203261705,35.5,0.0,30.0,중학생불장난,부산,201203261553,반송,부산,산51-160, ,해운대,월,사,20.5,3,81.9,94.0,10.2,6.4,5.4
874,WSW,WSW,0.15,0,128,201203252150,45.8,0.0,36.0,비닐하우스전기누전,충북,201203252022,불정,충북,산2,목도,괴산,일,사,6.0,1,23.6,32.0,3.3,4.0,5.1
875,WSW,W,0.05,0,30,201203211405,45.8,0.0,21.0,농산부산물소각,충북,201203211335,보은,충북,산29-1,어암,보은,수,사,3.0,4,51.3,66.0,9.3,3.5,4.9
876,NE,E,0.02,6690,40,201203151500,49.2,0.0,9.0,쓰레기소각,경남,201203151420,하북,경남,산106,답곡,양산,목,사,3.0,9,78.5,92.0,14.1,4.5,5.2
877,정온,SSW,2.4,2863,1353,201203140850,49.8,0.0,72.0,군조명탄에의한실화,충남,201203132057,오천,충남,산57,원산도,보령,화,사,1.5,7,32.2,38.0,0.7,0.2,3.0
878,W,N,0.1,14000,110,201203121730,40.7,0.0,17.0,농산폐기물소각,전북,201203121620,경천,전북,산47,가천,완주,월,사,2.0,6,47.6,59.0,4.3,3.8,7.0
879,WSW,SSW,0.1,5186,125,201203121640,37.2,0.0,16.0,주택화재비화,강원,201203121515,갑천,강원,산40-2,포동,횡성,월,사,6.5,6,83.4,94.0,3.2,4.2,5.6
880,NNW,N,0.4,10000,145,201203111830,42.4,0.0,14.0,낚시군실화,부산,201203111645,다대,부산,산1-16 외 1, ,사하,일,사,3.5,5,61.3,66.0,4.6,14.0,9.9
881,NNW,NNE,0.9,4250,154,201203111235,37.3,0.0,31.0,입산자실화,전남,201203111041,여서,전남,산61-1, ,여수,일,사,1.5,5,89.6,94.0,2.9,10.7,16.2
882,w,NW,0.5,375,140,201203091630,53.0,0.0,35.0,성묘객벌집제거,전남,201203091450,다시,전남,산92-1,가운,나주,금,사,1.5,3,64.0,78.0,9.6,2.1,5.2
883,SSW,E,0.1,478,230,201203011745,44.6,0.0,21.0,농산폐기물소각,충북,201203011515,마로,충북,산29-1,오천,보은,목,사,1.0,5,63.3,92.0,14.9,1.9,3.1
884,S,WNW,0.5,0,143,201203011530,46.6,0.0,20.0,농산폐기물소각,충북,201203011347,이원,충북,산9,지탄리,옥천,목,사,1.0,5,49.5,66.0,13.4,1.6,2.0
885,WSW,NNW,0.1,0,120,201203011130,48.5,0.0,45.0,쓰레기소각,충북,201203011010,동이,충북,1095-1 외 1,우산,옥천,목,사,1.0,5,34.1,45.0,6.3,0.9,1.6
886,SSW,SSW,0.06,1328,0,201202281440,51.5,0.0,14.0,성묘객실화,강원,201202281440,동,강원,631,팔랑,양구,화,사,0.5,24,52.0,80.0,5.7,1.6,4.2
887,E,S,0.3,2086,240,201202271830,44.7,0.0,21.0,농산부산물소각,전남,201202271550,신지,전남,산185,대곡,완도,월,사,1.0,3,78.0,86.0,7.7,2.8,5.5
888,NW,SSE,0.15,0,1350,201202191030,35.2,0.0,44.0,산야초채취객실화,충북,201202182040,군북,충북,산16-1,증약리,옥천,토,사,5.6,18,26.2,38.0,-4.7,2.3,0.6
889,WNW,WSW,1.0,1080,400,201202181700,36.3,0.0,25.0,입산자실화,충북,201202181300,산척,중부,산11-1,명서,충주,토,사,6.0,18,34.2,45.0,-3.3,3.6,5.4
890,NW,NW,0.5,2510,120,201202161750,44.7,0.0,24.0,성묘객실화,전남,201202161630,칠량,전남,산99-1,삼흥,강진,목,사,16.0,2,86.7,94.0,5.2,6.1,10.1
891,NNW,WSW,0.1,1561,130,201202161700,42.1,0.0,20.0,논밭두렁소각,전남,201202161530,화순,전남,산121,계소,화순,목,사,7.0,2,85.1,94.0,5.1,2.4,4.8
892,W,WSW,0.1,0,150,201202161600,39.7,0.0,16.0,과수목전지목소각,출북,201202161410,소이,충북,산5,문등,음성,목,사,6.0,16,40.6,52.0,2.7,4.5,5.7
893,NW,NE,0.1,4991,110,201202161515,35.2,0.0,14.0,주택화재비화,강원,201202161405,소초,강원,산115-3,둔둔,원주,목,사,6.0,16,82.5,98.0,2.6,3.3,5.8
894,ESE,W,0.2,6949,21,201202051649,24.5,0.0,29.0,입산자실화,강원,201202051528,거진,강원,산75-1,거진,고성,일,사,4.0,15,84.8,94.0,5.8,2.8,4.2
895,NW,NW,0.06,2638,100,201201151720,50.4,0.0,32.0,입산자실화,경기,201201151620,안양,경기,산22, ,안양 만안,일,사,0.6,12,0.0,0.0,1.1,2.2,6.8
896,W,NNW,2.0,7285,1125,201201150940,42.3,0.0,33.0,낚시군실화,전남,201201142215,금일,전남,산258,동백,완도,토,사,2.1,10,0.0,0.0,0.9,0.7,7.8
897,WNW,WNW,0.03,2177,135,201201111650,50.8,0.0,22.0,등산객실화,강원,201201111515,홍천,북부,산30-2,하오안,홍천,수,사,0.5,18,59.2,87.0,-0.9,1.3,0.9
898,NW,WSW,0.1,8892,145,201201111615,45.5,0.0,30.0,입산자실화,경기,201201111430,호평,경기,산5-29, ,남양주,수,사,0.5,18,55.3,66.0,-3.9,3.2,7.6
899,WNW,NW,0.1,4571,125,201201091340,32.4,0.0,38.0,보일러과열,경북,201201091215,지품,경북,산4,오천,영덕,월,사,1.5,10,0.0,0.0,4.2,4.6,6.0
900,N,NNW,0.1,2560,125,201201051304,35.0,0.0,27.0,등산객담뱃불실화,부산,201201051139,초량,부산,산25-1, ,동,목,사,3.0,33,0.0,0.0,0.2,6.0,8.4
