,diravg,dirmax,dmgarea,dmgmoney,exintgtm,extingdt,humidcurr,humidmin,humidrel,ocurcause,ocurdo,ocurdt,ocuremd,ocurgm,ocurjibun,ocurri,ocursgg,ocuryoil,ownersec,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax
144,W,WSW,0.03,0,618,201404150600,0.0,0.0,22.0,방화,서울,201404142342,상계,경기,산52-8, ,노원,월, ,0.5,11,0.0,0.0,12.9,4.3,3.9
145,WSW,WSW,0.02,0,345,201404150200,0.0,0.0,22.0,입산자실화 추정,인천,201404142215,만수,경기,산1-4, ,남동,월, ,0.8,11,0.0,0.0,10.7,2.1,0.9
146,W,WNW,0.2,0,115,201404141840,0.0,0.0,33.0,입산자실화 추정,경북,201404141725,와룡,경북,산144,가류,안동,월, ,2.0,10,0.0,0.0,24.3,3.5,4.7
147,NNW,NNW,0.05,0,48,201404141645,0.0,0.0,74.0,입산자실화 추정,대전,201404141557,구도,충남,산25-1, ,동,월, ,0.5,2,0.0,0.0,23.6,3.1,5.0
148,WNW,W,0.1,0,140,201404141630,0.0,0.0,44.0,담뱃불실화 추정,충북,201404141450,문백,중부,산100-1,사양,진천,월, ,4.0,11,0.0,0.0,24.0,2.3,8.3
149,WSW,WNW,0.06,0,110,201404141540,0.0,0.0,32.0,입산자실화 추정,충남,201404141430,남양,충남,산12,흥산,청양,월, ,1.5,11,0.0,0.0,18.4,1.3,5.9
150,NNE,WNW,0.8,0,253,201404141710,0.0,0.0,36.0,입산자실화 추정,경북,201404141417,운문,남부,산24-1,신원,청도,월, ,2.5,1,0.0,0.0,24.4,3.1,5.1
151,SSW,SSW,0.01,0,145,201404141600,0.0,0.0,36.0,입산자실화 추정,충남,201404141415,양화,충남,산143,시음,부여,월, ,6.5,15,0.0,0.0,23.1,2.5,7.5
152,NNW,E,0.3,0,540,201404141600,0.0,0.0,27.0,쓰레기소각,경남,201404141020,용당,경남,산60, ,양산,월, ,2.5,1,0.0,0.0,17.0,1.2,3.6
153,S,SSW,0.5,0,420,201404140600,0.0,0.0,62.0,조사중,경기,201404140140,부곡,경기,산1-1, ,안산 상록,월, ,1.0,11,0.0,0.0,11.0,0.8,1.2
154,ESE,SSE,0.2,0,155,201404131820,0.0,0.0,29.0,산나물채취자 실화 추정,경북,201404131625,호명,경북,산11,금능,예천,일, ,2.0,10,0.0,0.0,20.4,5.5,6.7
155,ENE,S,0.2,0,200,201404131800,0.0,0.0,34.0,원인미상,충북,201404131600,영춘,중부,산40-1,상,단양,일, ,2.5,8,0.0,0.0,21.1,3.6,6.6
156,SE,SSE,0.05,0,30,201404131600,0.0,0.0,31.0,운전자 담뱃불실화 추정,충북,201404131530,현도,충북,산29-1,양지,청원,일, ,0.5,1,0.0,0.0,21.5,3.5,6.1
157,SW,NW,0.1,0,150,201404131610,0.0,0.0,29.0,쓰레기소각,강원,201404131420,북방,강원,산808,북방,홍천,일, ,0.5,8,0.0,0.0,20.8,1.7,4.2
158,SW,SW,0.15,0,28,201404131330,0.0,0.0,43.0,입산자실화 추정,인천,201404131302,하점,경기,산33,망월,강화,일, ,2.0,15,0.0,0.0,20.0,4.1,7.1
159,SSE,N,0.2,0,156,201404121600,0.0,0.0,32.0,입산자실화 추정,강원,201404121404,양구,강원,산216,월명,양구,토, ,1.0,7,0.0,0.0,19.9,2.6,7.4
160,정온,WNW,0.1,0,304,201404120644,0.0,0.0,26.0,입산자실화 추정,경북,201404120340,은척,경북,산148,하흘,상주,토, ,0.7,9,0.0,0.0,8.8,0.4,1.8
161,W,S,0.1,0,124,201404111810,0.0,0.0,95.0,입산자실화 추정,강원,201404111646,지정,강원,산57-1,판대,원주,금, ,21.0,8,0.0,0.0,19.6,4.2,6.1
162,W,SW,0.03,0,49,201404111558,0.0,0.0,58.0,쓰레기소각,경북,201404111509,봉화,경북,산42,내성,봉화,금, ,9.0,8,0.0,0.0,17.8,2.0,6.5
163,WSW,WSW,0.01,0,240,201404111730,0.0,0.0,33.0,입산자실화 추정,강원,201404111450,동,강원,산65-2,품걸,춘천,금, ,2.1,6,0.0,0.0,21.8,2.2,4.7
164,S,SSW,0.2,0,500,201404111600,0.0,0.0,32.0,입산자실화,전남,201404111100,도암,전남,산96-1,봉황,강진,금, ,0.5,12,0.0,0.0,16.4,2.4,4.5
165,S,ESE,0.02,0,228,201404101800,0.0,0.0,24.0,농산부산물소각,경남,201404101532,대곡,경남,산147-4,월암,진주,목, ,1.5,11,0.0,0.0,21.2,2.6,9.3
166,W,SW,0.03,0,40,201404101550,0.0,0.0,24.0,입산자실화 추정,강원,201404101510,갈말,강원,산140-8,문혜,철원,목, ,2.0,7,0.0,0.0,19.8,1.8,4.5
167,N,ENE,0.01,0,240,201404101650,0.0,0.0,34.0,입산자실화,전남,201404101410,의신,전남,산20-1,돈지,진도,목, ,0.5,11,0.0,0.0,17.6,1.7,3.5
168,NNE,ESE,0.05,0,109,201404101419,0.0,0.0,29.0,담뱃불실화,강원,201404101310,남,북부,산1-3,청,양구,목, ,1.0,5,0.0,0.0,15.0,4.0,6.5
169,WNW,SW,0.01,0,115,201404101040,0.0,0.0,37.0,쓰레기소각,전남,201404100925,별량,전남,산83-1,원창,순천,목, ,0.5,11,0.0,0.0,11.7,4.3,3.3
170,ENE,E,0.01,0,108,201404091830,0.0,0.0,53.0,조사중,경남,201404091722,차황,경남,산38-13,부,산청,수, ,1.5,10,0.0,0.0,22.0,3.8,7.4
171,WNW,SSW,0.1,0,125,201404091740,0.0,0.0,26.0,농산폐기물소각,경기,201404091615,청운,북부,산9,갈운,양평,수, ,6.0,6,0.0,0.0,20.3,3.5,7.7
172,SW,NNW,0.3,0,430,201404091900,0.0,0.0,26.0,담뱃불실화 추정,경북,201404091430,수륜,경북,산81,작은,성주,수, ,3.5,6,0.0,0.0,23.1,2.3,5.0
173,WSW,SE,1.42,0,100,201404091500,0.0,0.0,48.0,쓰레기소각,강원,201404091400,수주,강원,산14,운학,영월,수, ,2.5,4,0.0,0.0,20.7,3.4,7.4
174,WSW,WSW,0.05,0,120,201404091330,0.0,0.0,2.9,입산자실화,전남,201404091210,해제,전남,산187,창매,무안,수, ,1.5,10,0.0,0.0,14.3,4.3,7.4
175,WNW,NNE,0.02,0,400,201404082350,0.0,0.0,40.0,입산자실화 추정,경기,201404081950,벽제,경기,530, ,고양 덕양,화, ,0.5,5,0.0,0.0,13.3,2.4,6.2
176,W,W,0.01,0,105,201404081850,0.0,0.0,19.0,원인미상,경기,201404081745,와부,경기,산178-1,팔당,남양주,화, ,0.5,5,0.0,0.0,17.2,4.3,6.6
177,W,NNE,0.1,0,120,201404081850,0.0,0.0,35.0,원인미상,경기,201404081730,팔탄,경기,434-1,지월,화성,화, ,1.0,5,0.0,0.0,17.8,3.7,3.8
178,SSW,W,0.01,0,111,201404081700,0.0,0.0,33.0,쓰레기소각,충남,201404081549,장곡,충남,산31,화계,홍성,화, ,1.5,5,0.0,0.0,16.3,3.4,6.8
179,SSW,WNW,0.2,0,45,201404081615,0.0,0.0,33.0,주택화재비화,경북,201404081530,북후,경북,638-2,옹천,안동,화, ,2.0,4,0.0,0.0,21.6,1.9,5.9
180,NW,WSW,0.02,0,45,201404081600,0.0,0.0,41.0,쓰레기소각,전남,201404081515,지산,전남,산42,심동,진도,화, ,0.5,9,0.0,0.0,18.2,2.5,6.1
181,S,SSW,0.01,0,135,201404081630,0.0,0.0,22.0,쓰레기소각,충남,201404081455,양화,충남,산36,초왕,부여,화, ,6.5,9,0.0,0.0,20.5,2.1,5.3
182,WSW,NNE,0.2,0,100,201404081500,0.0,0.0,26.0,쓰레기소각,충북,201404081400,영동,충북,산60-1,가,영동,화, ,1.7,5,0.0,0.0,18.4,5.0,6.8
183,SW,NW,0.16,0,250,201404081530,0.0,0.0,18.0,창고화재비화,인천,201404081240,십정,경기,산48-13, ,부평,화, ,0.8,5,0.0,0.0,12.4,2.7,2.3
184,WNW,N,0.01,0,110,201404081240,0.0,0.0,46.0,담뱃불실화,전남,201404081130,별량,전남,산96-1,학산,순천,화, ,0.5,9,0.0,0.0,16.2,4.0,5.3
185,SW,W,0.1,0,300,201404081410,0.0,0.0,75.0,입산자실화 추정,경기,201404081110,벽제,경기,산34-3, ,고양 덕양,화, ,0.5,5,0.0,0.0,14.2,3.4,4.2
186,W,SSW,0.1,0,49,201404081155,0.0,0.0,57.0,입산자실화,전남,201404081106,동,전남,산62-12,운농,화순,화, ,1.0,9,0.0,0.0,16.3,1.6,5.5
187,WSW,WNW,0.2,0,145,201404081215,0.0,0.0,37.0,농산폐기물소각,경북,201404081030,모동,경북,산25,반계,상주,화, ,0.7,5,0.0,0.0,14.8,1.6,5.5
188,W,S,0.03,0,50,201404080020,0.0,0.0,48.0,쓰레기소각,서울,201404072330,대학,경기,산29, ,관악,월, ,0.5,4,0.0,0.0,9.0,1.8,2.6
189,WNW,NNW,0.15,0,450,201404072330,0.0,0.0,52.0,산나물채취자 실화 추정,전북,201404071840,고산,전북,산12,율곡,완주,월, ,1.0,2,0.0,0.0,14.4,2.4,6.2
190,WNW,WNW,0.03,0,330,201404072000,0.0,0.0,44.0,산나물채취자 실화,전북,201404071630,금구,전북,산170,오봉,김제,월, ,1.0,2,0.0,0.0,16.1,3.3,7.7
191,W,NW,0.01,0,44,201404071556,0.0,0.0,28.0,성묘객실화 추정,경북,201404071512,청리,경북,산14-5,청하,상주,월, ,2.5,3,0.0,0.0,18.4,5.1,9.5
192,5,NNE,0.01,0,120,201404071630,0.0,0.0,90.0,쓰레기소각,전남,201404071510,영암,전남,66,대신,영암,월, ,0.5,8,0.0,0.0,18.2,0.0,6.3
193,W,NW,0.2,0,150,201404071610,0.0,0.0,57.0,입산자실화,전남,201404071420,동강,전남,산122,마륜,고흥,월, ,0.5,8,0.0,0.0,18.5,3.7,10.5
194,WNW,WNW,0.02,0,215,201404071600,0.0,0.0,49.0,입산자실화,전남,201404071345,도암,전남,산207-4,석문,강진,월, ,0.5,8,0.0,0.0,18.1,4.9,8.1
195,ESE,ESE,0.03,0,115,201404071330,0.0,0.0,36.0,등산객실화 추정,전북,201404071215,산내,전북,산28,대정,남원,월, ,3.0,8,0.0,0.0,14.3,1.9,8.9
196,SW,SW,0.17,0,442,201404071605,0.0,0.0,26.0,담뱃불실화,서울,201404071123,상계,경기,산3-1, ,노원,월, ,0.5,4,0.0,0.0,12.1,4.0,6.3
197,NE,N,1.5,0,425,201404071005,0.0,0.0,45.0,입산자실화,전남,201404070540,북,전남,산63,노치,화순,월, ,1.0,8,0.0,0.0,5.2,1.1,2.5
198,WSW,NNE,0.1,0,100,201404061650,0.0,0.0,41.0,쓰레기소각,경기,201404061550,곤지암,경기,산34,봉현,광주,일, ,5.6,3,0.0,0.0,12.7,5.6,9.8
199,NNW,WSW,0.05,0,37,201404061625,0.0,0.0,33.0,등산객 담뱃불실화,경남,201404061548,삼동,경남,산197,봉화,남해,일, ,0.5,7,0.0,0.0,16.0,2.2,8.7
200,WSW,WNW,0.01,0,130,201404061650,0.0,0.0,30.0,원인미상,서울,201404061520,상계,경기,95-384, ,노원,일, ,0.5,3,0.0,0.0,12.8,5.0,7.8
201,WNW,NNW,0.1,0,100,201404061600,0.0,0.0,30.0,쓰레기소각,경기,201404061500,퇴촌,경기,산1-1,영동,광주,일, ,6.0,3,0.0,0.0,13.2,4.8,7.3
202,N,W,0.1,0,500,201404062000,0.0,0.0,35.0,농산폐기물소각,전북,201404061500,동계,전북,531,수장,순창,일, ,3.0,7,0.0,0.0,13.8,2.8,10.4
203,NW,NNW,0.3,0,312,201404061750,0.0,0.0,38.0,조사중,충남,201404061438,광덕,충남,산43-1,매당,천안 동남,일, ,0.5,1,0.0,0.0,11.9,5.5,9.9
204,WNW,W,0.01,0,42,201404061512,0.0,0.0,12.0,입산자실화,경기,201404061430,하광교,경기,산25, ,수원 장안,일, ,1.0,3,0.0,0.0,11.9,5.0,9.7
205,WNW,WNW,0.05,0,55,201404061510,0.0,0.0,16.0,입산자실화 추정,경북,201404061415,선남,경북,산110,도흥,성주,일, ,7.0,7,0.0,0.0,13.5,4.2,8.0
206,W,E,0.1,0,130,201404061520,0.0,0.0,30.0,입산자실화,경기,201404061350,광암,경기,산35-5, ,하남,일, ,0.5,3,0.0,0.0,11.6,6.9,8.1
207,WNW,NW,0.06,0,110,201404061430,0.0,0.0,45.0,쓰레기소각,울산,201404061320,청량,경남,산211-1,중,울주,일, ,1.1,1,0.0,0.0,12.1,2.8,7.6
208,WNW,S,0.08,0,16,201404061300,0.0,0.0,36.0,원인미상,서울,201404061244,오류,경기,산12-2, ,구로,일, ,0.5,3,0.0,0.0,10.4,5.1,13.1
209,NNE,NW,0.3,0,410,201404061600,0.0,0.0,51.0,입산자실화,전남,201404061150,손불,전남,산16-2,월천,함평,일, ,1.5,7,0.0,0.0,9.5,5.7,9.3
210,NNW,NNE,0.03,0,50,201404061210,0.0,0.0,55.0,입산자실화,전남,201404061120,오곡,전남,산3-2,송정,곡성,일, ,0.5,7,0.0,0.0,9.2,4.8,6.9
211,NNW,NW,0.05,0,110,201404061230,0.0,0.0,42.0,농산폐기물소각,충남,201404061120,남,충남,산22-1,송암,부여,일, ,6.5,7,0.0,0.0,10.2,4.1,5.7
212,N,WNW,0.1,0,24,201404061050,0.0,0.0,34.0,원인미상,광주,201404061026,매월,전남,산105-3, ,서,일, ,1.0,7,0.0,0.0,8.4,4.6,7.9
213,NNW,NNW,0.5,0,450,201404061450,0.0,0.0,34.0,농산부산물소각,전남,201404061000,흑산,전남,산224-28,태도,신안,일, ,7.5,8,0.0,0.0,9.0,9.0,12.3
214,NW,NW,0.12,0,540,201404061040,0.0,0.0,47.0,입산자실화,경기,201404060500,막계,경기,산35, ,과천,일, ,1.0,3,0.0,0.0,3.8,2.8,6.4
215,NW,NNE,0.02,0,150,201404051730,0.0,0.0,51.0,입산자실화 추정,인천,201404051540,운연,경기,207-5, ,남동구,토, ,0.8,2,0.0,0.0,8.7,5.0,11.7
216,WNW,WNW,1.8,0,521,201404051800,0.0,0.0,36.0,쓰레기소각,충남,201404051239,석성,충남,산9,봉정,부여,토, ,6.5,6,0.0,0.0,11.2,5.8,10.9
217,WSW,WNW,0.01,0,50,201404051152,0.0,0.0,40.0,쓰레기소각,경기,201404051102,정왕,경기,산19-1, ,시흥,토, ,0.8,2,0.0,0.0,9.1,3.5,8.3
218,WNW,W,0.5,0,400,201404050000,0.0,0.0,31.0,농산폐기물소각 추정,경남,201404042000,화정,경남,산145,상일,의령,금, ,2.0,5,0.0,0.0,8.3,1.0,4.3
219,W,WSW,0.05,0,305,201404041640,0.0,0.0,31.0,묶은밭에서 잡풀소각,전북,201404041335,임실,전북,산34,이인,임실,금, ,3.5,5,0.0,0.0,8.9,5.0,8.5
220,NW,W,0.2,0,156,201404021850,0.0,0.0,35.0,논밭두렁소각,충남,201404021654,소원,충남,산11-7,소근,태안,수, ,2.7,4,0.0,0.0,19.1,2.7,5.3
221,SW,NNE,0.25,0,642,201404022200,0.0,0.0,25.0,농산폐기물소각,인천,201404021518,서창,경기,산34-1, ,남동,수, ,2.0,4,0.0,0.0,19.0,3.0,8.0
222,NNW,NNW,0.03,0,123,201404021640,0.0,0.0,43.0,농산폐기물소각,충남,201404021517,성연,충남,산107,고남,서산,수, ,2.7,4,0.0,0.0,21.2,2.7,6.0
223,SE,ESE,0.05,0,116,201404021316,0.0,0.0,28.0,묘소 둑 소각,경북,201404021200,이안,경북,산58,지산,상주,수, ,6.9,3,0.0,0.0,19.1,1.3,5.9
224,NW,NNW,0.03,0,205,201404021320,0.0,0.0,18.0,논두렁소각,전북,201404021115,공음,전북,산108,용수,고창,수, ,1.2,3,0.0,0.0,17.8,1.6,4.5
225,SSW,S,0.01,0,50,201404021145,0.0,0.0,24.0,쓰레기소각,부산,201404021055,정관,경남,산214,예림,기장,수, ,14.5,3,0.0,0.0,19.5,3.2,3.1
226,SSE,NW,0.02,0,300,201404012330,0.0,0.0,18.0,사찰화재비화(전기누전),경남,201404012030,하북,경남,산63-1,용연,양산,화, ,9.5,2,0.0,0.0,13.6,1.2,1.4
227,WSW,ESE,0.05,0,250,201404012300,0.0,0.0,18.0,입산자실화 추정,인천,201404012010,만수,북부,산2-2, ,남동,화, ,2.0,3,0.0,0.0,13.4,1.0,1.0
228,ESE,SSE,0.2,0,100,201404011450,0.0,0.0,12.0,전기누전추정,강원,201404011350,서원,강원,산203,금대,횡성,화, ,2.5,2,0.0,0.0,21.9,1.3,4.5
229,NE,NNW,0.03,0,52,201404011322,0.0,0.0,39.0,논밭두렁소각,경북,201404011230,외서,경북,산191,예의,상주,화, ,6.9,2,0.0,0.0,17.3,1.5,3.1
230,ESE,SSE,0.16,0,634,201404011900,0.0,0.0,32.0,입산자실화 추정,인천,201404011226,삼산,경기,산60-1,석포,강화,화, ,2.0,3,0.0,0.0,20.3,1.6,4.6
231,W,WSW,0.03,0,555,201403302300,0.0,0.0,32.0,담뱃불실화 추정,인천,201403301705,간석,북부,37-659, ,남동,일, ,2.0,1,0.0,0.0,16.6,3.6,3.3
232,SSE,NNW,0.45,0,501,201403290510,0.0,0.0,23.0,암자(세종사)화재,세종,201403290009,대교,충남,산1-1, ,장군,토, ,4.5,0,0.0,0.0,17.0,0.5,1.7
233,WNW,NNE,0.11,0,1958,201403291800,0.0,0.0,22.0,원인미상,서울,201403282202,불광,북부,산42-1, ,은평,금, ,0.5,11,0.0,0.0,16.0,3.6,1.4
234,WSW,WSW,0.06,0,115,201403281950,0.0,0.0,18.0,입산자실화 추정,인천,201403281835,길상,경기,산310,선두,강화,금, ,0.5,10,0.0,0.0,17.2,4.2,7.0
235,SE,SSW,0.01,0,248,201403281700,0.0,0.0,27.0,원인미상,경기,201403281412,청산,경기,산117,초성,연천,금, ,1.7,8,0.0,0.0,22.0,3.5,10.3
236,E,ENE,0.1,0,49,201403281340,0.0,0.0,28.0,입산자실화 추정,경북,201403281251,사벌,경북,산160,덕가,상주,금, ,10.0,2,0.0,0.0,21.5,1.5,3.1
237,E,S,0.15,0,206,201403272035,0.0,0.0,11.0,원인미상,강원,201403271829,용평,동부,산1-1,노동,평창,목, ,6.3,7,0.0,0.0,14.7,1.6,5.2
238,W,SW,0.2,0,108,201403271837,0.0,0.0,30.0,작업장실화(용접 불티),강원,201403271729,서,강원,산82,모곡,홍천,목, ,5.0,7,0.0,0.0,22.5,2.7,5.4
239,SSW,WSW,0.03,0,112,201403271700,0.0,0.0,14.0,입산자실화,강원,201403271548,갈말,강원,산304-3,문혜,철원,목, ,3.5,3,0.0,0.0,21.3,3.6,5.4
240,SSW,NNW,0.01,0,147,201403271602,0.0,0.0,25.0,조사중,경북,201403271415,풍기,남부,산22-1,삼가,영주,목, ,8.0,7,0.0,0.0,21.6,2.2,8.1
241,WSW,SSW,0.09,0,30,201403261630,0.0,0.0,20.0,낙엽소각,서울,201403261600,남현,경기,산57-4, ,관악,수, ,8.0,6,0.0,0.0,20.4,5.4,6.5
242,WSW,WNW,0.3,0,106,201403242020,0.0,0.0,20.0,전선스파크 추정,강원,201403241914,강현,강원,산5-2,전진,양양,월, ,8.0,4,0.0,0.0,16.6,3.6,13.0
243,WSW,SSW,0.2,0,43,201403241710,0.0,0.0,43.0,전기누전 추정,강원,201403241627,두촌,북부,산170-1,자은,홍천,월, ,5.0,4,0.0,0.0,17.2,3.6,11.3
244,WSW,SW,0.4,0,135,201403241740,0.0,0.0,13.0,농산부산물소각,전남,201403241605,화순,전남,산33-12,다지,화순,월, ,1.5,7,0.0,0.0,18.3,4.3,7.1
245,WSW,W,1.8,0,205,201403241538,0.0,0.0,15.0,논밭두렁소각,경북,201403241333,풍양,경북,산43,풍신,예천,월, ,7.0,4,0.0,0.0,17.8,3.6,8.6
246,W,WNW,0.02,0,100,201403241340,0.0,0.0,22.0,농산폐기물소각,경북,201403241240,운안,경북,산124, ,안동,월, ,1.5,4,0.0,0.0,15.6,4.4,8.6
247,WNW,W,0.01,0,35,201403241120,0.0,0.0,18.0,입산자실화,대구,201403241045,동변,경북,산24-1, ,북,월, ,4.0,4,0.0,0.0,13.0,1.8,4.3
248,E,SSW,0.3,0,216,201403241240,0.0,0.0,30.0,농산부산물소각,전남,201403241024,서,전남,산2,선평,순천,월, ,0.5,6,0.0,0.0,13.7,1.4,4.9
249,WSW,WSW,0.01,0,52,201403231822,0.0,0.0,25.0,입산자실화,경북,201403231730,화서,경북,210,달천,상주,일, ,4.8,3,0.0,0.0,16.8,3.6,7.2
250,WNW,WSW,0.2,0,50,201403231750,0.0,0.0,18.0,비닐하우스 가스폭발,경북,201403231700,와룡,경북,산130-1,이상,안동,일, ,1.5,3,0.0,0.0,18.5,4.3,7.3
251,WNW,W,0.9,0,213,201403231843,0.0,0.0,27.0,입산자실화,전남,201403231630,주암,전남,산258-1,대광,순천,일, ,0.5,5,0.0,0.0,17.6,4.3,7.8
252,NW,WNW,0.1,0,140,201403231730,0.0,0.0,14.0,입산자실화,경북,201403231550,군위,경북,산35,무성,군위,일, ,4.0,3,0.0,0.0,20.5,1.9,5.9
253,WSW,W,0.1,0,30,201403231510,0.0,0.0,27.0,입산자실화,경기,201403231440,대야,경기,산148-2, ,시흥,일, ,0.5,11,0.0,0.0,11.8,5.3,7.5
254,SE,W,0.1,0,238,201403231700,0.0,0.0,28.0,입산자실화 추정,울산,201403231422,두서,경남,산22,구량,울주,일, ,3.6,3,0.0,0.0,18.7,4.2,6.4
255,W,WNW,0.1,0,40,201403231420,0.0,0.0,55.0,논밭두렁소각,경북,201403231340,화산,경북,478-1, ,상주,일, ,4.8,3,0.0,0.0,17.1,2.8,7.4
256,NW,NNW,0.2,0,145,201403231430,0.0,0.0,45.0,조사중,경남,201403231245,장유,남부,산65-1, ,김해,일, ,4.0,3,0.0,0.0,17.4,3.5,6.4
257,NW,N,0.1,0,56,201403231300,0.0,0.0,39.0,봄나물 채취 중 실화,대구,201403231204,논공,경북,산165-1,본리,달성,일, ,4.0,3,0.0,0.0,18.1,2.8,3.5
258,SSE,WNW,0.4,0,140,201403231310,0.0,0.0,22.0,등산객실화 추정,전남,201403231130,옥룡,전남,136,동곡,광양,일, ,1.5,5,0.0,0.0,15.5,1.9,6.7
259,W,WSW,0.08,0,25,201403221725,0.0,0.0,19.0,집주변 잡풀소각,전남,201403221700,북하,전남,산57-5,동현,장성,토, ,1.5,8,0.0,0.0,13.3,4.0,3.8
260,W,WSW,0.5,0,140,201403221750,0.0,0.0,19.0,입산자실화 추정,전남,201403221610,다시,전남,산92-1,가운,나주,토, ,1.5,5,0.0,0.0,16.5,4.0,6.9
261,W,NNW,0.2,0,53,201403221655,0.0,0.0,22.0,도로쪽에서 화기(담뱃불)투기,전남,201403221602,춘양,전남,산74-1,우봉,화순,토, ,1.5,5,0.0,0.0,16.5,4.0,6.0
262,N,NW,0.01,0,28,201403211910,0.0,0.0,48.0,밭두렁소각,광주,201403211842,선,전남,산46, ,광산,금, ,1.5,4,0.0,0.0,8.7,3.0,8.1
263,NNW,N,0.1,0,140,201403211650,0.0,0.0,35.0,쓰레기소각,충남,201403211510,옥룡,중부,57-54, ,공주,금, ,0.9,1,0.0,0.0,10.8,3.0,8.6
264,SE,SSE,0.01,0,30,201403192200,0.0,0.0,24.0,원인미상,대구,201403192130,연호,경북,산66, ,수성,수, ,19.5,6,0.0,0.0,10.2,3.0,5.9
265,ENE,NE,0.01,0,339,201403192000,0.0,0.0,21.0,입산자실화,부산,201403191621,서,경남,산78, ,금정,수, ,1.0,1,0.0,0.0,10.6,2.3,5.6
266,S,SW,0.06,0,145,201403172220,0.0,0.0,27.0,논밭두렁소각,경북,201403172035,이산,경북,산42,두월,영주,월, ,6.0,4,0.0,0.0,16.6,4.8,9.8
267,SSW,WSW,0.1,0,228,201403172120,0.0,0.0,23.0,논밭두렁소각,경북,201403171852,장수,경북,산49,호문,영주,월, ,6.0,4,0.0,0.0,18.2,5.1,5.0
268,SSW,SE,0.16,0,50,201403171545,0.0,0.0,30.0,쓰레기소각,경남,201403171455,마리,경남,산125,영승,거창,월, ,1.0,3,0.0,0.0,19.6,3.7,6.9
269,NW,NW,0.5,16890,204,201403112135,0.0,0.0,38.0,입산자실화 추정,경북,201403111931,산양,경북,산26,부암,문경,화, ,2.0,2,0.0,0.0,7.6,1.1,2.5
270,WNW,SW,0.06,3408,100,201403111750,0.0,0.0,36.0,입산자실화,강원,201403111650,귀래,강원,산20-1,용암,원주,화, ,2.7,2,0.0,0.0,11.1,3.0,6.9
271,W,WSW,1.2,12030,510,201403112100,0.0,0.0,28.0,밭두렁소각,전남,201403111550,장성,전남,산65,덕진,장성,화, ,4.8,10,0.0,0.0,13.2,5.6,3.9
272,SSE,SW,0.5,43940,210,201403111730,0.0,0.0,37.0,사찰건립 현장 굴삭기 스파크로 발화,경북,201403111520,매전,경북,산50,동산,청도,화, ,2.0,10,0.0,0.0,16.2,2.9,7.2
273,W,W,0.02,0,242,201403111800,0.0,0.0,25.0,논밭두렁소각,전북,201403111518,왕궁,전북,산16,용화,익산,화, ,2.5,2,0.0,0.0,14.6,3.3,6.1
274,S,W,0.3,1436,116,201403111620,0.0,0.0,43.0,논두렁소각,전남,201403111504,금정,전남,447,안노,영암,화, ,0.5,2,0.0,0.0,12.9,5.2,9.3
275,SW,SSW,1.5,7599,320,201403111800,0.0,0.0,20.0,주택내 쓰레기소각,경남,201403111440,유곡,경남,산50-5,당동,의령,화, ,1.5,10,0.0,0.0,14.2,3.0,5.8
276,S,WSW,3.0,0,340,201403111730,0.0,0.0,29.0,농산폐기물소각,세종,201403111350,문곡,충남,산175, ,부강,화, ,3.4,2,0.0,0.0,12.5,4.5,7.3
277,WSW,NNW,0.18,15811,219,201403111548,0.0,0.0,21.0,쓰레기소각,경북,201403111329,임고,경북,산11,선원,영천,화, ,1.0,10,0.0,0.0,13.1,2.5,7.4
278,W,7,0.2,10216,144,201403111500,0.0,0.0,38.0,농산폐기물소각,경북,201403111316,지보,경북,산3,수월,예천,화, ,0.5,13,0.0,0.0,11.5,3.4,0.0
279,SW,WSW,0.1,0,219,201403111515,0.0,0.0,56.0,쓰레기소각,충남,201403111256,양촌,충남,산10-3,산직,논산,화, ,1.5,2,0.0,0.0,10.8,3.0,5.4
280,SSE,SSE,2.0,17478,540,201403111800,0.0,0.0,39.0,논두렁소각,전남,201403111220,득량,전남,산15-3,도촌,보성,화, ,0.5,7,0.0,0.0,8.8,4.8,5.5
281,W,E,0.05,15760,55,201403111100,0.0,0.0,31.0,논밭두렁소각,경북,201403111005,용성,경북,산245,고죽,경산,화, ,1.0,10,0.0,0.0,5.8,1.5,1.6
282,NNW,NNW,1.5,5202,325,201403101930,0.0,0.0,57.0,쓰레기소각,전남,201403101605,몽탄,전남,산105,이산,무안,월, ,4.5,9,0.0,0.0,5.0,3.8,6.9
283,WNW,W,0.1,1290,115,201403101635,0.0,0.0,25.0,논밭두렁소각 추정,경북,201403101520,풍산,경북,산176,만운,안동,월, ,0.5,12,0.0,0.0,9.5,3.9,8.2
284,W,SW,0.05,0,340,201403101900,0.0,0.0,51.0,원인미상,서울,201403101520,상계,경기,산169-5, ,노원,월, ,2.2,1,0.0,0.0,7.1,4.4,5.4
285,NW,SSE,0.1,3000,305,201403101800,0.0,0.0,39.0,원인미상,경남,201403101455,상북,경남,산20-6,석계,양산,월, ,0.5,6,0.0,0.0,10.8,3.3,5.0
286,NW,NW,1.0,8262,410,201403101800,0.0,0.0,50.0,입산자실화,전남,201403101350,소라,전남,산1334-21,덕양,여수,월, ,4.4,9,0.0,0.0,10.3,5.6,7.0
